"Team" "Date" "" "Opponent" "Result" "Cmp" "Att" "Pct" "Yds" "TD" "Att" "Yds" "Avg" "TD" "Plays" "Yds" "Avg" "Pass" "Rush" "Pen" "Tot" "No." "Yds" "Fum" "Int" "Tot"
"8123" "louisiana-lafayette" "2017-10-19" "@" "Arkansas State" "L (3-47)" 15 36 41.7 179 0 41 91 2.2 0 77 270 3.5 10 6 1 17 6 74 1 1 2
"9123" "louisiana-lafayette" "2017-11-04" "@" "South Alabama" "W (19-14)" 8 15 53.3 110 2 50 264 5.3 0 65 374 5.8 5 11 0 16 4 35 0 0 0
"10123" "louisiana-lafayette" "2017-11-11" "@" "Mississippi" "L (22-50)" 18 35 51.4 199 0 31 228 7.4 3 66 427 6.5 10 10 1 21 6 50 0 0 0
"11123" "louisiana-lafayette" "2017-11-18" "" "New Mexico State" "W (47-34)" 21 35 60 226 2 47 279 5.9 4 82 505 6.2 10 17 2 29 6 60 0 0 0
"12123" "louisiana-lafayette" "2017-11-25" "" "Georgia Southern" "L (24-34)" 16 30 53.3 230 2 18 149 8.3 1 48 379 7.9 8 4 1 13 4 47 0 3 3
"13120" "louisiana-lafayette" "2017-12-02" "@" "Appalachian State" "L (14-63)" 15 26 57.7 207 1 35 162 4.6 1 61 369 6 7 11 0 18 1 15 1 2 3
"2124" "ball-state" "2017-09-02" "@" "Illinois" "L (21-24)" 21 34 61.8 204 1 51 171 3.4 2 85 375 4.4 8 12 1 21 2 25 1 1 2
"3124" "ball-state" "2017-09-09" "" "Alabama-Birmingham" "W (51-31)" 23 35 65.7 217 2 41 168 4.1 4 76 385 5.1 14 7 3 24 4 36 0 0 0
"4124" "ball-state" "2017-09-16" "" "Tennessee Tech" "W (28-13)" 23 31 74.2 238 3 33 228 6.9 1 64 466 7.3 14 6 0 20 4 45 1 2 3
"5124" "ball-state" "2017-09-23" "@" "Western Kentucky" "L (21-33)" 18 36 50 267 0 31 107 3.5 3 67 374 5.6 12 5 0 17 4 35 1 2 3
"6124" "ball-state" "2017-09-30" "@" "Western Michigan" "L (3-55)" 23 43 53.5 175 0 30 63 2.1 0 73 238 3.3 8 6 1 15 7 70 1 1 2
"7124" "ball-state" "2017-10-07" "@" "Akron" "L (3-31)" 24 46 52.2 221 0 44 155 3.5 0 90 376 4.2 11 11 0 22 1 15 0 3 3
"8124" "ball-state" "2017-10-21" "" "Central Michigan" "L (9-56)" 20 34 58.8 127 0 41 81 2 0 75 208 2.8 5 7 2 14 5 60 1 0 1
"9124" "ball-state" "2017-10-26" "" "Toledo" "L (17-58)" 18 37 48.6 105 0 46 204 4.4 2 83 309 3.7 6 6 4 16 3 25 0 0 0
"10124" "ball-state" "2017-11-02" "@" "Eastern Michigan" "L (14-56)" 11 21 52.4 169 2 41 157 3.8 0 62 326 5.3 7 10 2 19 7 53 1 1 2
"11124" "ball-state" "2017-11-09" "@" "Northern Illinois" "L (17-63)" 19 30 63.3 162 1 43 83 1.9 1 73 245 3.4 9 7 0 16 4 50 0 1 1
"12124" "ball-state" "2017-11-16" "" "Buffalo" "L (24-40)" 15 29 51.7 143 2 37 194 5.2 1 66 337 5.1 7 10 1 18 2 10 0 1 1
"13121" "ball-state" "2017-11-21" "" "Miami (OH)" "L (7-28)" 13 29 44.8 98 0 56 293 5.2 1 85 391 4.6 6 17 0 23 6 55 1 2 3
"2125" "louisiana-monroe" "2017-08-31" "@" "Memphis" "L (29-37)" 21 37 56.8 279 2 49 146 3 2 86 425 4.9 13 10 2 25 8 53 3 1 4
"3125" "louisiana-monroe" "2017-09-16" "" "Southern Mississippi" "L (17-28)" 11 27 40.7 112 0 37 218 5.9 2 64 330 5.2 5 9 1 15 5 54 1 0 1
"4125" "louisiana-monroe" "2017-09-23" "@" "Louisiana" "W (56-50)" 28 34 82.4 343 1 45 250 5.6 7 79 593 7.5 14 12 1 27 9 87 0 0 0
"5125" "louisiana-monroe" "2017-09-30" "" "Coastal Carolina" "W (51-43)" 12 20 60 101 1 40 243 6.1 4 60 344 5.7 5 9 2 16 4 35 0 0 0
"6125" "louisiana-monroe" "2017-10-07" "@" "Texas State" "W (45-27)" 24 37 64.9 433 3 41 156 3.8 2 78 589 7.6 15 9 0 24 6 57 0 0 0
"7125" "louisiana-monroe" "2017-10-14" "" "Georgia State" "L (37-47)" 23 37 62.2 314 3 37 117 3.2 1 74 431 5.8 10 8 1 19 4 25 1 0 1
"8125" "louisiana-monroe" "2017-10-21" "@" "South Alabama" "L (23-33)" 14 23 60.9 179 0 41 309 7.5 3 64 488 7.6 6 13 1 20 4 18 1 1 2
"9125" "louisiana-monroe" "2017-10-28" "@" "Idaho" "L (23-31)" 24 37 64.9 415 3 29 98 3.4 0 66 513 7.8 20 4 1 25 1 5 1 1 2
"10125" "louisiana-monroe" "2017-11-04" "" "Appalachian State" "W (52-45)" 24 32 75 356 3 38 213 5.6 3 70 569 8.1 15 11 2 28 6 55 0 1 1
"11125" "louisiana-monroe" "2017-11-18" "@" "Auburn" "L (14-42)" 16 36 44.4 217 1 41 116 2.8 1 77 333 4.3 11 3 2 16 3 14 1 2 3
"12125" "louisiana-monroe" "2017-11-25" "" "Arkansas State" "L (50-67)" 21 37 56.8 454 4 39 136 3.5 2 76 590 7.8 15 9 3 27 8 80 1 3 4
"13122" "louisiana-monroe" "2017-12-02" "@" "Florida State" "L (10-42)" 28 47 59.6 262 1 22 38 1.7 0 69 300 4.3 14 3 0 17 5 38 0 0 0
"2126" "san-jose-state" "2017-08-26" "" "South Florida" "L (22-42)" 25 50 50 278 3 38 109 2.9 0 88 387 4.4 11 5 2 18 9 64 0 3 3
"3126" "san-jose-state" "2017-09-02" "" "Cal Poly" "W (34-13)" 15 26 57.7 211 3 52 271 5.2 1 78 482 6.2 8 15 0 23 7 57 2 0 2
"4126" "san-jose-state" "2017-09-09" "@" "Texas" "L (0-56)" 15 29 51.7 129 0 23 42 1.8 0 52 171 3.3 4 3 1 8 7 49 1 1 2
"5126" "san-jose-state" "2017-09-16" "@" "Utah" "L (16-54)" 17 35 48.6 233 1 37 30 0.8 0 72 263 3.7 11 4 1 16 6 58 3 2 5
"6126" "san-jose-state" "2017-09-23" "" "Utah State" "L (10-61)" 8 22 36.4 54 0 37 108 2.9 0 59 162 2.7 2 8 0 10 9 52 4 1 5
"7126" "san-jose-state" "2017-09-30" "@" "Nevada-Las Vegas" "L (13-41)" 30 49 61.2 315 1 33 147 4.5 0 82 462 5.6 20 7 3 30 7 60 1 2 3
"8126" "san-jose-state" "2017-10-07" "" "Fresno State" "L (10-27)" 15 26 57.7 97 1 33 108 3.3 0 59 205 3.5 4 7 1 12 9 78 2 2 4
"9126" "san-jose-state" "2017-10-14" "@" "Hawaii" "L (26-37)" 21 33 63.6 381 2 37 123 3.3 0 70 504 7.2 12 7 4 23 11 104 1 1 2
"10126" "san-jose-state" "2017-10-28" "@" "Brigham Young" "L (20-41)" 25 39 64.1 198 2 41 140 3.4 0 80 338 4.2 12 9 2 23 2 10 4 1 5
"11126" "san-jose-state" "2017-11-04" "" "San Diego State" "L (7-52)" 12 22 54.5 167 1 21 33 1.6 0 43 200 4.7 5 3 0 8 4 30 1 2 3
"12126" "san-jose-state" "2017-11-11" "@" "Nevada" "L (14-59)" 11 22 50 129 1 55 173 3.1 1 77 302 3.9 7 13 3 23 6 67 2 3 5
"13123" "san-jose-state" "2017-11-18" "@" "Colorado State" "L (14-42)" 17 33 51.5 208 0 33 131 4 2 66 339 5.1 8 6 2 16 2 10 0 1 1
"1475" "san-jose-state" "2017-11-25" "" "Wyoming" "W (20-17)" 15 29 51.7 174 0 43 146 3.4 2 72 320 4.4 6 7 1 14 5 55 1 1 2
"2127" "oregon-state" "2017-08-26" "@" "Colorado State" "L (27-58)" 27 47 57.4 304 2 29 152 5.2 1 76 456 6 17 6 0 23 3 21 2 3 5
"3127" "oregon-state" "2017-09-02" "" "Portland State" "W (35-32)" 18 25 72 235 1 32 154 4.8 3 57 389 6.8 11 5 2 18 5 52 1 1 2
"4127" "oregon-state" "2017-09-09" "" "Minnesota" "L (14-48)" 17 29 58.6 145 1 26 80 3.1 1 55 225 4.1 6 6 2 14 7 91 3 0 3
"5127" "oregon-state" "2017-09-16" "@" "Washington State" "L (23-52)" 24 37 64.9 199 1 33 155 4.7 2 70 354 5.1 9 10 2 21 8 80 2 0 2
"6127" "oregon-state" "2017-09-30" "" "Washington" "L (7-42)" 11 22 50 74 0 28 110 3.9 1 50 184 3.7 2 6 0 8 8 86 2 0 2
"7127" "oregon-state" "2017-10-07" "@" "Southern California" "L (10-38)" 16 29 55.2 197 0 36 122 3.4 1 65 319 4.9 7 8 1 16 7 69 2 1 3
"8127" "oregon-state" "2017-10-14" "" "Colorado" "L (33-36)" 20 37 54.1 289 0 46 280 6.1 3 83 569 6.9 14 16 0 30 9 79 0 1 1
"9127" "oregon-state" "2017-10-26" "" "Stanford" "L (14-15)" 13 22 59.1 126 0 41 138 3.4 2 63 264 4.2 7 9 4 20 6 47 2 1 3
"10127" "oregon-state" "2017-11-04" "@" "California" "L (23-37)" 14 26 53.8 195 1 31 104 3.4 1 57 299 5.2 6 10 2 18 9 99 0 0 0
"11127" "oregon-state" "2017-11-11" "@" "Arizona" "L (28-49)" 16 28 57.1 209 4 40 151 3.8 0 68 360 5.3 10 10 2 22 5 39 0 1 1
"12127" "oregon-state" "2017-11-18" "" "Arizona State" "L (24-40)" 26 37 70.3 269 0 33 106 3.2 3 70 375 5.4 14 4 5 23 8 67 1 2 3
"13124" "oregon-state" "2017-11-25" "@" "Oregon" "L (10-69)" 12 23 52.2 113 1 36 98 2.7 0 59 211 3.6 3 5 7 15 9 86 1 2 3
"2128" "kansas" "2017-09-02" "" "Southeast Missouri State" "W (38-16)" 23 37 62.2 364 4 25 73 2.9 1 62 437 7 12 4 1 17 5 49 1 2 3
"3128" "kansas" "2017-09-09" "" "Central Michigan" "L (27-45)" 32 62 51.6 323 0 34 147 4.3 3 96 470 4.9 20 7 2 29 9 65 0 2 2
"4128" "kansas" "2017-09-16" "@" "Ohio" "L (30-42)" 30 47 63.8 343 2 32 108 3.4 2 79 451 5.7 17 5 1 23 7 50 0 1 1
"5128" "kansas" "2017-09-23" "" "West Virginia" "L (34-56)" 17 34 50 197 1 50 367 7.3 3 84 564 6.7 8 13 3 24 8 43 1 2 3
"6128" "kansas" "2017-10-07" "" "Texas Tech" "L (19-65)" 23 43 53.5 256 1 33 112 3.4 1 76 368 4.8 9 7 1 17 4 35 2 2 4
"7128" "kansas" "2017-10-14" "@" "Iowa State" "L (0-45)" 11 26 42.3 44 0 33 62 1.9 0 59 106 1.8 1 3 1 5 8 75 1 1 2
"8128" "kansas" "2017-10-21" "@" "Texas Christian" "L (0-43)" 8 18 44.4 46 0 31 -25 -0.8 0 49 21 0.4 1 1 2 4 4 40 0 0 0
"9128" "kansas" "2017-10-28" "" "Kansas State" "L (20-30)" 23 48 47.9 418 1 28 64 2.3 1 76 482 6.3 14 6 0 20 4 42 1 1 2
"10128" "kansas" "2017-11-04" "" "Baylor" "L (9-38)" 19 36 52.8 163 0 33 126 3.8 0 69 289 4.2 6 8 1 15 4 30 1 1 2
"11128" "kansas" "2017-11-11" "@" "Texas" "L (27-42)" 27 43 62.8 268 3 35 96 2.7 0 78 364 4.7 11 7 1 19 5 45 1 3 4
"12128" "kansas" "2017-11-18" "" "Oklahoma" "L (3-41)" 19 34 55.9 123 0 27 32 1.2 0 61 155 2.5 6 2 2 10 5 60 1 1 2
"13125" "kansas" "2017-11-25" "@" "Oklahoma State" "L (17-58)" 17 32 53.1 172 2 30 69 2.3 0 62 241 3.9 8 3 0 11 3 19 0 1 1
"2129" "east-carolina" "2017-09-02" "" "James Madison" "L (14-34)" 28 53 52.8 292 0 28 75 2.7 2 81 367 4.5 17 3 8 28 8 61 1 3 4
"3129" "east-carolina" "2017-09-09" "@" "West Virginia" "L (20-56)" 23 47 48.9 328 2 32 142 4.4 0 79 470 5.9 13 6 2 21 8 103 0 2 2
"4129" "east-carolina" "2017-09-16" "" "Virginia Tech" "L (17-64)" 11 30 36.7 241 2 31 40 1.3 0 61 281 4.6 6 3 3 12 6 40 2 1 3
"5129" "east-carolina" "2017-09-24" "@" "Connecticut" "W (41-38)" 30 39 76.9 426 3 47 170 3.6 2 86 596 6.9 19 10 1 30 8 78 0 0 0
"6129" "east-carolina" "2017-09-30" "" "South Florida" "L (31-61)" 21 46 45.7 306 2 36 108 3 2 82 414 5 13 7 3 23 6 58 0 2 2
"7129" "east-carolina" "2017-10-07" "" "Temple" "L (10-34)" 20 38 52.6 253 1 22 34 1.5 0 60 287 4.8 11 3 1 15 8 96 0 1 1
"8129" "east-carolina" "2017-10-14" "@" "Central Florida" "L (21-63)" 15 33 45.5 160 3 37 187 5.1 0 70 347 5 8 5 3 16 10 50 0 1 1
"9129" "east-carolina" "2017-10-21" "" "Brigham Young" "W (33-17)" 20 30 66.7 298 2 35 115 3.3 1 65 413 6.4 12 8 2 22 2 15 1 0 1
"10129" "east-carolina" "2017-11-04" "@" "Houston" "L (27-52)" 54 74 73 468 3 24 36 1.5 0 98 504 5.1 27 4 2 33 7 51 1 2 3
"11129" "east-carolina" "2017-11-11" "" "Tulane" "L (24-31)" 25 53 47.2 228 1 32 161 5 2 85 389 4.6 12 9 3 24 2 20 0 1 1
"12129" "east-carolina" "2017-11-18" "" "Cincinnati" "W (48-20)" 32 46 69.6 464 5 33 114 3.5 1 79 578 7.3 19 6 3 28 7 54 0 0 0
